date,open,high,low,close,volume,amount,outstanding_share,turnover
2011/5/25,209.8,211.02,207.25,207.36,6179704,116134864,826928499,0.007473081418131171
2011/5/26,209.36,210.13,198.14,198.25,17987536,326647456,826928499,0.02175222648844758
2011/5/27,198.58,199.69,190.59,190.81,14510524,252053568,826928499,0.017547495360901815
2011/5/30,189.7,191.03,183.03,189.7,10276455,173369808,826928499,0.012427259445559391
2011/5/31,190.36,195.25,189.14,194.7,8128921,140488128,826928499,0.009830258613447546
2011/6/1,194.81,196.25,190.81,191.7,11554923,200782016,826928499,0.013973303633836908
2011/6/2,186.59,190.48,185.7,187.48,10062475,170042224,826928499,0.012168494630634323
2011/6/3,187.81,194.36,187.81,193.14,13086570,224956512,826928499,0.015825515768080934
2011/6/7,193.03,198.03,191.81,193.81,14828322,260260416,826928499,0.01793180670146428
2011/6/8,194.36,194.47,190.03,193.03,7728573,133904960,826928499,0.009346120020468663
2011/6/9,193.03,193.03,184.37,184.92,17037206,288229504,826928499,0.02060299774479051
2011/6/10,185.14,186.37,180.48,184.7,13168156,217374528,826928499,0.015924177260699297
2011/6/13,182.92,182.92,177.48,180.15,10829622,175337520,826928499,0.01309620119888987
2011/6/14,179.92,184.81,179.04,183.26,10028443,165088560,826928499,0.012127339923738678
2011/6/15,183.37,185.26,181.59,181.7,7101638,117182312,826928499,0.008587971038110273
2011/6/16,179.7,181.81,177.81,178.04,6501506,105086144,826928499,0.007862234773456513
2011/6/17,178.15,179.26,176.81,177.04,8263132,132286960,826928499,0.009992559223672372
2011/6/20,176.81,177.26,171.93,173.71,10436137,163472480,826928499,0.012620361993352947
2011/6/21,174.48,178.26,173.82,175.59,9393643,148625248,826928499,0.011359679840953214
2011/6/22,176.48,177.15,174.37,174.82,7355198,116241192,826928499,0.008894599725241783
2011/6/23,174.37,182.7,173.82,181.92,15489948,250059456,826928499,0.018731907315725493
2011/6/24,181.26,186.59,180.26,184.59,21446088,354794528,826928499,0.02593463404143724
2011/6/27,184.37,186.59,182.81,184.59,13038920,216723728,826928499,0.015767892890096172
2011/6/28,184.92,188.48,182.26,187.14,12945502,216361312,826928499,0.015654923026180528
2011/6/29,187.37,190.36,186.48,186.59,16983500,288565568,826928499,0.020538051379941618
2011/7/1,190.48,191.59,186.48,186.92,15827748,270101248,826928499,0.0191404069628032
2011/7/4,187.37,192.14,187.37,191.7,17767356,303996256,826928499,0.021485964048265315
2011/7/5,191.81,194.25,190.25,193.92,14175833,245293792,826928499,0.01714275541010227
2011/7/6,192.92,193.25,190.92,192.81,10131440,175186880,826928499,0.012251893618676698
2011/7/7,192.59,194.14,189.7,190.7,14515190,250386544,826928499,0.017553137928555056
